Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000962.3,1129152,1130105,ksgA,plus,888792,
NC_000962.3,1130191,1131111,ispE,plus,886034,
NC_000962.3,1131128,1131421,,plus,886045,
NC_000962.3,1131625,1133259,pks16,plus,886035,
NC_000962.3,1133333,1133908,pth,minus,886037,
NC_000962.3,1133921,1134568,rplY,minus,885992,
NC_000962.3,1134785,1135465,lpqT,minus,886066,
NC_000962.3,1135501,1136481,prsA,minus,885993,
NC_000962.3,1136573,1138060,glmU,minus,886069,
NC_000962.3,1138076,1138147,glnT,minus,2700462,
NC_000962.3,1138315,1138908,,plus,886056,
NC_000962.3,1138967,1142671,mfd,plus,886077,
NC_000962.3,1142671,1143648,,plus,886052,
NC_000962.3,1143736,1144467,lpqU,plus,886076,
NC_000962.3,1144564,1145853,eno,plus,886062,
NC_000962.3,1145858,1146544,,plus,886059,
NC_000962.3,1146561,1147028,,plus,886042,
NC_000962.3,1147019,1147978,,plus,886089,
NC_000962.3,1148427,1149107,kdpE,minus,886046,
NC_000962.3,1149104,1151686,kdpD,minus,886084,
NC_000962.3,1151920,1152012,kdpF,plus,3205056,
NC_000962.3,1152012,1153727,kdpA,plus,887414,
NC_000962.3,1153724,1155853,kdpB,plus,887343,
NC_000962.3,1155853,1156422,kdpC,plus,886008,
NC_000962.3,1156426,1157955,trcS,minus,887790,
NC_000962.3,1157963,1158736,trcR,minus,887957,
NC_000962.3,1160544,1160828,esxI,minus,888299,
NC_000962.3,1160855,1161151,esxJ,minus,888372,
NC_000962.3,1161297,1162472,PPE15,minus,888477,
NC_000962.3,1162549,1163376,PE8,minus,888533,
NC_000962.3,1164572,1165435,,minus,888546,
NC_000962.3,1165092,1165499,,minus,888607,
NC_000962.3,1165781,1166806,,minus,888634,
NC_000962.3,1167053,1167676,,plus,888712,
NC_000962.3,1167673,1168554,,plus,888783,
NC_000962.3,1169423,1170670,,plus,886060,
NC_000962.3,1171038,1172153,,minus,885295,
NC_000962.3,1172386,1172832,,plus,886091,
NC_000962.3,1172881,1173786,,plus,887146,
NC_000962.3,1173945,1174700,,minus,887142,
NC_000962.3,1175723,1176112,,plus,888441,
NC_000962.3,1177396,1177469,leuX,plus,2700427,
NC_000962.3,1177628,1178392,,plus,887147,
NC_000962.3,1179396,1180577,,plus,887135,
NC_000962.3,1180684,1182315,fadD14,plus,887133,
NC_000962.3,1182391,1183455,,plus,886015,
NC_000962.3,1183508,1183981,,plus,887130,
NC_000962.3,1184015,1184878,,plus,887136,
NC_000962.3,1184883,1185740,,plus,887129,
NC_000962.3,1185741,1186823,,minus,887128,
NC_000962.3,1186904,1187323,lpqV,minus,887126,
NC_000962.3,1187435,1188001,,plus,887125,
NC_000962.3,1187998,1188393,,plus,887127,
NC_000962.3,1188421,1190424,PE_PGRS19,minus,887122,
NC_000962.3,1190757,1192148,PE_PGRS20,minus,887123,
NC_000962.3,1192510,1194273,,minus,887120,
NC_000962.3,1194270,1195043,echA8,minus,887117,
NC_000962.3,1195055,1196092,echA9,minus,887116,
NC_000962.3,1196279,1197115,,plus,887114,
NC_000962.3,1197231,1198082,,plus,887132,
NC_000962.3,1198156,1199373,fadA3,minus,887113,
NC_000962.3,1199426,1200370,,minus,887110,
NC_000962.3,1200767,1201660,lipU,plus,887112,
NC_000962.3,1201717,1203111,cbs,plus,887108,
NC_000962.3,1203313,1204035,,plus,887111,
NC_000962.3,1204067,1205233,metB,plus,887103,
NC_000962.3,1205304,1205798,greA,minus,887115,
NC_000962.3,1205984,1206418,,minus,887102,
NC_000962.3,1206520,1207386,mca,plus,887101,
NC_000962.3,1207383,1207649,,plus,887100,
NC_000962.3,1207636,1209657,,plus,887098,
NC_000962.3,1209756,1210484,,minus,887107,
NC_000962.3,1210595,1211383,,plus,887097,
NC_000962.3,1211560,1213863,PE_PGRS21,plus,887094,
NC_000962.3,1214513,1214947,PE9,plus,887096,
NC_000962.3,1215225,1215407,,plus,19394670,
NC_000962.3,1216469,1219030,PE_PGRS22,plus,885258,
NC_000962.3,1219248,1220186,coaA,minus,885120,
NC_000962.3,1220388,1220487,MTS0858,minus,14515882,
NC_000962.3,1220574,1221854,glyA1,plus,885338,
NC_000962.3,1221959,1222786,desA2,plus,885339,
NC_000962.3,1222997,1224298,phoH2,plus,885592,
NC_000962.3,1224385,1225260,,plus,885949,
NC_000962.3,1225263,1226144,,minus,885962,
NC_000962.3,1226141,1227565,fum,minus,885651,
NC_000962.3,1227596,1228684,glpX,minus,885861,
NC_000962.3,1228683,1229384,,plus,885852,
NC_000962.3,1229391,1230548,,minus,885482,
NC_000962.3,1230660,1230971,mazF3,minus,886001,
NC_000962.3,1230971,1231291,mazE3,minus,885941,
NC_000962.3,1232844,1233956,,minus,886004,
NC_000962.3,1233966,1234223,xseB,minus,886005,
NC_000962.3,1234213,1235460,xseA,minus,885984,
NC_000962.3,1235457,1236095,,minus,885828,
NC_000962.3,1236185,1237192,lytB2,plus,885830,
NC_000962.3,1237209,1238192,,minus,885447,
NC_000962.3,1238255,1239328,,plus,887151,
NC_000962.3,1239416,1239613,vapB32,plus,885450,
NC_000962.3,1239610,1239984,vapC32,plus,885490,
NC_000962.3,1240187,1240885,,plus,885951,
NC_000962.3,1241003,1241188,,plus,885969,
NC_000962.3,1241633,1241956,,plus,885847,
NC_000962.3,1241971,1242831,,minus,888936,
NC_000962.3,1242864,1243013,,minus,885853,
NC_000962.3,1243010,1243504,,minus,885633,
NC_000962.3,1243707,1245107,zwf1,plus,885817,
NC_000962.3,1245129,1246151,gnd2,plus,885820,
NC_000962.3,1246144,1247052,bpoB,minus,885965,
NC_000962.3,1247127,1248077,ephC,plus,886022,
NC_000962.3,1248082,1249326,,plus,886021,
NC_000962.3,1249330,1249935,,minus,885845,
NC_000962.3,1249932,1251404,ppdK,minus,885956,
NC_000962.3,1251617,1252972,,minus,885849,
NC_000962.3,1253074,1254534,,minus,885963,
NC_000962.3,1254555,1256135,prpD,plus,885843,
NC_000962.3,1256132,1257313,prpC,plus,888949,
NC_000962.3,1257325,1259055,,plus,885824,
NC_000962.3,1259067,1261346,metE,minus,888947,
NC_000962.3,1261922,1262158,,plus,885983,
NC_000962.3,1262272,1264128,PPE16,minus,885131,
NC_000962.3,1265034,1265438,,plus,19394671,
NC_000962.3,1265472,1266488,,minus,885119,
NC_000962.3,1266485,1266985,,minus,885110,
NC_000962.3,1267347,1268195,,plus,885117,
NC_000962.3,1268203,1269009,echA11,minus,886024,
NC_000962.3,1269152,1269958,echA10,minus,885458,
NC_000962.3,1270062,1271144,mcr,plus,885067,
NC_000962.3,1271156,1271908,,plus,885932,
NC_000962.3,1272423,1273334,,plus,885798,
NC_000962.3,1273355,1274767,,plus,885575,
NC_000962.3,1274900,1275550,,plus,885471,
NC_000962.3,1276300,1277748,,minus,885451,
NC_000962.3,1277893,1278300,,plus,885164,
NC_000962.3,1278269,1278820,,plus,886020,
NC_000962.3,1278904,1279617,,minus,886026,
NC_000962.3,1279655,1280020,,plus,885985,
NC_000962.3,1279998,1280846,omt,minus,885994,
NC_000962.3,1280843,1281484,,minus,885991,
NC_000962.3,1281429,1281872,,plus,885604,
NC_000962.3,1282030,1282218,,plus,19394672,
NC_000962.3,1282306,1282893,,plus,885593,
NC_000962.3,1283056,1284171,,minus,885878,
NC_000962.3,1283693,1283815,mcr10,plus,14515854,
NC_000962.3,1284179,1284862,,minus,888930,
NC_000962.3,1284992,1286287,pimE,plus,885899,
NC_000962.3,1286284,1286568,,minus,3205109,
NC_000962.3,1286595,1287020,mutT2,plus,888485,
NC_000962.3,1287328,1291026,narG,plus,885573,
NC_000962.3,1291065,1292741,narH,plus,888265,
NC_000962.3,1292798,1293403,narJ,plus,885890,
NC_000962.3,1293406,1294146,narI,plus,888935,
NC_000962.3,1294168,1296054,typA,plus,886038,
NC_000962.3,1296152,1298059,lpqW,plus,886036,
NC_000962.3,1298087,1298692,,minus,888758,
NC_000962.3,1298764,1299804,PPE17,minus,885990,
NC_000962.3,1299822,1300124,lipX,minus,885930,
NC_000962.3,1300304,1301215,mshB,plus,885997,
NC_000962.3,1301307,1301747,,plus,885986,
NC_000962.3,1301755,1302681,PE12,minus,885988,
NC_000962.3,1302931,1305501,fbiC,plus,886061,
NC_000962.3,1305669,1306001,TB8.4,minus,886082,
NC_000962.3,1306202,1308226,fadH,minus,886053,
NC_000962.3,1308223,1308792,,minus,886080,
NC_000962.3,1309005,1309331,fdxC,plus,885869,
NC_000962.3,1309364,1310452,,plus,886031,
NC_000962.3,1310480,1313299,,minus,886083,
NC_000962.3,1313725,1315191,pks3,plus,886055,
NC_000962.3,1315234,1319982,pks4,plus,886081,
NC_000962.3,1320035,1321453,papA3,plus,886072,
NC_000962.3,1321520,1324528,mmpL10,plus,886068,
NC_000962.3,1324532,1325611,,minus,886063,
NC_000962.3,1325776,1327512,fadD21,minus,886065,
NC_000962.3,1327689,1329305,,minus,886057,
NC_000962.3,1329390,1331021,rocA,plus,886058,
NC_000962.3,1331021,1332010,,plus,886054,
NC_000962.3,1332092,1332964,sigI,plus,886079,
NC_000962.3,1332980,1333858,,plus,886049,
NC_000962.3,1333931,1334845,,plus,886041,
NC_000962.3,1334927,1335754,,plus,886007,
NC_000962.3,1335794,1337215,fadD36,plus,886074,
NC_000962.3,1337248,1338513,,minus,886040,
NC_000962.3,1339003,1339302,PE13,plus,886044,
NC_000962.3,1339349,1340524,PPE18,plus,886073,
NC_000962.3,1340659,1340955,esxK,plus,886051,
NC_000962.3,1341006,1341290,esxL,plus,886090,
NC_000962.3,1341358,1342605,,minus,886092,
NC_000962.3,1342942,1344219,,plus,886087,
NC_000962.3,1344216,1345169,dapD,minus,886088,
NC_000962.3,1345260,1346324,dapE,plus,887386,
NC_000962.3,1346321,1346905,,minus,886086,
NC_000962.3,1346936,1348624,,minus,887552,
NC_000962.3,1348719,1349282,,plus,886075,
NC_000962.3,1349332,1351125,fadD6,plus,887549,
NC_000962.3,1351191,1352147,folP2,plus,887447,
NC_000962.3,1352144,1353118,gpgS,plus,886085,
NC_000962.3,1353157,1353525,,plus,887600,
NC_000962.3,1353522,1354136,tagA,plus,888035,
NC_000962.3,1354243,1354470,,plus,887990,
NC_000962.3,1354498,1355661,glgA,minus,887805,
NC_000962.3,1355836,1357050,glgC,plus,887933,
NC_000962.3,1357293,1357625,PE14,minus,888362,
NC_000962.3,1357759,1359444,,minus,887684,
NC_000962.3,1359472,1360146,,minus,888125,
NC_000962.3,1360155,1361801,,minus,888401,
NC_000962.3,1361798,1362733,,minus,888518,
NC_000962.3,1362723,1363361,,minus,888582,
NC_000962.3,1363503,1364150,,minus,888419,
NC_000962.3,1364413,1365186,sigE,plus,888751,
NC_000962.3,1365344,1365808,rseA,plus,885196,
NC_000962.3,1365875,1367461,htrA,plus,888912,
NC_000962.3,1367463,1367858,tatB,plus,887143,
NC_000962.3,1367891,1368721,,minus,887148,
NC_000962.3,1368832,1370295,,minus,887144,
NC_000962.3,1370292,1370825,,minus,885872,
NC_000962.3,1370920,1371477,lpqX,plus,886013,
NC_000962.3,1371529,1371702,,plus,19394673,
NC_000962.3,1371777,1372949,mrp,minus,886067,
NC_000962.3,1372962,1374197,,minus,887134,
NC_000962.3,1374322,1374864,,minus,887140,
NC_000962.3,1374861,1376168,,minus,886014,
NC_000962.3,1376230,1376826,,minus,887131,
NC_000962.3,1376976,1377503,,plus,887137,
NC_000962.3,1377524,1378930,lpqY,plus,887145,
NC_000962.3,1378927,1379850,sugA,plus,887124,
NC_000962.3,1379855,1380679,sugB,plus,887121,
NC_000962.3,1380684,1381865,sugC,plus,887104,
NC_000962.3,1381942,1383042,corA,minus,887106,
NC_000962.3,1383213,1384202,mdh,plus,887119,
NC_000962.3,1384278,1384538,vapB33,plus,887118,
NC_000962.3,1384535,1384966,vapC33,plus,887095,
NC_000962.3,1384989,1386677,PE_PGRS23,minus,887109,
NC_000962.3,1386857,1387717,lpqZ,plus,887093,
NC_000962.3,1387798,1388628,,minus,887091,
NC_000962.3,1388685,1388978,relE,minus,887099,
NC_000962.3,1388975,1389244,relB,minus,887086,
NC_000962.3,1389357,1393052,,minus,887084,
NC_000962.3,1393194,1393982,,minus,887077,
NC_000962.3,1394179,1395918,,plus,887073,
NC_000962.3,1395821,1399240,,minus,887080,
NC_000962.3,1399296,1399904,lprE,minus,887064,
NC_000962.3,1399970,1401661,deaD,plus,887069,
NC_000962.3,1401658,1402809,,plus,887076,
NC_000962.3,1402778,1403386,,minus,887068,
NC_000962.3,1403386,1404603,cyp130,minus,887059,
NC_000962.3,1404717,1406084,,minus,887063,
NC_000962.3,1406081,1407340,,minus,887056,
NC_000962.3,1407339,1408238,udgB,plus,887047,
NC_000962.3,1408240,1409358,,plus,887044,
NC_000962.3,1409484,1409933,,minus,887055,
NC_000962.3,1409938,1410372,,minus,887036,
NC_000962.3,1410431,1411819,amiB2,plus,887041,
NC_000962.3,1411894,1413087,,plus,887035,
NC_000962.3,1413094,1413224,mcr11,minus,14515855,
NC_000962.3,1413260,1413940,,plus,887058,
NC_000962.3,1413960,1415840,pknH,minus,887023,
NC_000962.3,1416181,1417347,embR,minus,887026,
NC_000962.3,1417658,1418356,,minus,887033,
NC_000962.3,1418579,1418953,,minus,887039,
NC_000962.3,1419014,1419748,lprA,minus,887017,
NC_000962.3,1419961,1420302,,minus,887019,
NC_000962.3,1420410,1422305,,minus,887021,
NC_000962.3,1422302,1424050,,minus,887025,
NC_000962.3,1424197,1424754,lprB,plus,887011,
NC_000962.3,1424751,1425293,lprC,plus,887014,
NC_000962.3,1425438,1425914,,minus,887000,
NC_000962.3,1426164,1427417,,plus,887001,
NC_000962.3,1427414,1430041,,plus,887005,
NC_000962.3,1430062,1431648,,plus,887002,
NC_000962.3,1431665,1433440,oppA,minus,886985,
NC_000962.3,1433433,1435271,oppD,minus,886997,
NC_000962.3,1435268,1436143,oppC,minus,886980,
NC_000962.3,1436140,1437117,oppB,minus,886981,
NC_000962.3,1437324,1437815,canA,plus,886987,
NC_000962.3,1437909,1438907,cysD,plus,886979,
NC_000962.3,1438907,1440751,,plus,886978,
NC_000962.3,1440805,1441290,,plus,886998,
NC_000962.3,1441348,1442718,,plus,886974,
NC_000962.3,1442767,1443399,,plus,886994,
NC_000962.3,1443482,1445047,,minus,886971,
NC_000962.3,1445058,1445372,,plus,3205114,
NC_000962.3,1445499,1445834,,minus,886975,
NC_000962.3,1446193,1446265,argV,minus,2700468,
NC_000962.3,1446379,1448031,argS,plus,886964,
NC_000962.3,1448028,1449371,lysA,plus,886960,
NC_000962.3,1449375,1450700,thrA,plus,886962,
NC_000962.3,1450697,1451779,thrC,plus,886957,
NC_000962.3,1451997,1452947,thrB,plus,886958,
NC_000962.3,1453204,1455012,rho,plus,886952,
NC_000962.3,1455163,1455405,rpmE,plus,886955,
NC_000962.3,1455495,1456568,prfA,plus,886948,
NC_000962.3,1456565,1457542,hemK,plus,886950,
NC_000962.3,1457558,1458211,,plus,886970,
NC_000962.3,1458295,1459509,rfe,plus,886947,
NC_000962.3,1459766,1460251,,plus,886944,
NC_000962.3,1460244,1460996,atpB,plus,886941,
NC_000962.3,1461045,1461290,atpE,plus,886937,
NC_000962.3,1461321,1461836,atpF,plus,886939,
NC_000962.3,1461843,1463183,atpH,plus,886934,
NC_000962.3,1463228,1464877,atpA,plus,886936,
NC_000962.3,1464884,1465801,atpG,plus,886929,
NC_000962.3,1465841,1467301,atpD,plus,886932,
NC_000962.3,1467315,1467680,atpC,plus,886967,
NC_000962.3,1467688,1468131,,plus,886930,
NC_000962.3,1468171,1469505,,minus,886922,
NC_000962.3,1469671,1470252,,minus,886925,
NC_000962.3,1470321,1471577,murA,plus,886921,
NC_000962.3,1471619,1471742,mcr3,plus,14515894,
NC_000962.3,1471846,1473382,rrs,plus,2700429,
NC_000962.3,1473658,1476795,rrl,plus,2700466,
NC_000962.3,1476899,1477013,rrf,plus,2700459,
NC_000962.3,1477134,1477631,ogt,minus,886913,
NC_000962.3,1477628,1479118,alkA,minus,886916,
NC_000962.3,1479199,1480824,,minus,886910,
NC_000962.3,1480894,1482501,,minus,886911,
NC_000962.3,1482514,1484217,,minus,886906,
NC_000962.3,1484279,1484959,,plus,886908,
NC_000962.3,1484982,1485278,,plus,886927,
NC_000962.3,1485313,1485771,,minus,3205097,
NC_000962.3,1485862,1487031,fadA4,plus,886904,
NC_000962.3,1487161,1488075,,plus,886897,
NC_000962.3,1488154,1489965,PE_PGRS24,minus,886899,
NC_000962.3,1490117,1492312,glgB,minus,886893,
NC_000962.3,1492320,1494425,glgE,minus,886895,
NC_000962.3,1494564,1497155,glgP,plus,886886,
NC_000962.3,1497195,1499189,dinG,minus,886889,
NC_000962.3,1499213,1500559,pncB1,minus,886884,
NC_000962.3,1500661,1500966,,plus,886891,
NC_000962.3,1500926,1501582,,plus,886901,
NC_000962.3,1501599,1502633,,plus,886882,
NC_000962.3,1502641,1503081,mec,plus,886875,
NC_000962.3,1503103,1503384,cysO,plus,886879,
NC_000962.3,1503394,1504365,cysM,plus,886867,
NC_000962.3,1504356,1505078,,plus,886870,
NC_000962.3,1505075,1505890,murI,plus,886866,
NC_000962.3,1505917,1506738,,plus,886972,
NC_000962.3,1506755,1507534,rphA,plus,886864,
NC_000962.3,1507573,1508187,,plus,886861,
NC_000962.3,1508184,1508546,,minus,886862,
NC_000962.3,1508543,1508923,lprD,minus,886852,
NC_000962.3,1508968,1509288,mbtL,plus,886848,
NC_000962.3,1509281,1510846,mbtM,plus,886855,
NC_000962.3,1510846,1512006,mbtN,plus,886844,
NC_000962.3,1511973,1512605,mbtK,minus,886846,
NC_000962.3,1512728,1512811,leuW,plus,2700424,
NC_000962.3,1513047,1515626,irtA,plus,886853,
NC_000962.3,1515623,1517362,irtB,plus,886834,
NC_000962.3,1517491,1518234,fabG2,plus,886837,
NC_000962.3,1518231,1518560,,plus,886831,
NC_000962.3,1518763,1519134,,plus,886833,
NC_000962.3,1519200,1519985,,minus,886827,
NC_000962.3,1520005,1521876,,minus,886829,
NC_000962.3,1521885,1524032,moeY,minus,886839,
NC_000962.3,1524029,1524820,,minus,886850,
NC_000962.3,1525293,1526216,,minus,886815,
NC_000962.3,1526612,1530091,,plus,886817,
NC_000962.3,1530173,1530925,,plus,886841,
NC_000962.3,1531348,1532370,,plus,886813,
NC_000962.3,1532443,1533633,PPE19,minus,886819,
NC_000962.3,1533948,1534610,,minus,886809,
NC_000962.3,1534607,1535392,,minus,886811,
NC_000962.3,1535417,1535716,mcr15,minus,14515856,
NC_000962.3,1535683,1537644,,minus,886802,
NC_000962.3,1537783,1538169,rsfA,minus,886794,
NC_000962.3,1538390,1539211,,plus,886805,
NC_000962.3,1539180,1539440,,plus,14515857,
NC_000962.3,1539512,1540645,,minus,886793,
NC_000962.3,1541020,1541805,lprF,plus,886798,
NC_000962.3,1543359,1544828,,plus,886800,
NC_000962.3,1544825,1546006,,plus,886797,
NC_000962.3,1546012,1546992,,plus,886781,
NC_000962.3,1547072,1547530,,minus,886783,
NC_000962.3,1547129,1547268,MTS1082,plus,14515858,
NC_000962.3,1547832,1549151,,plus,886778,
NC_000962.3,1549148,1550641,,plus,886777,
NC_000962.3,1550579,1551217,,minus,886775,
NC_000962.3,1551228,1552655,,minus,886773,
NC_000962.3,1552654,1553235,pyrR,plus,886769,
NC_000962.3,1553232,1554191,pyrB,plus,886771,
NC_000962.3,1554188,1555480,pyrC,plus,886765,
NC_000962.3,1555477,1555974,,plus,886767,
NC_000962.3,1555971,1557101,carA,plus,886761,
NC_000962.3,1557101,1560448,carB,plus,886253,
NC_000962.3,1560445,1561269,pyrF,plus,886763,
NC_000962.3,1561464,1561772,PE15,plus,886757,
NC_000962.3,1561769,1563388,PPE20,plus,886784,
NC_000962.3,1563694,1564266,mihF,plus,886751,
NC_000962.3,1564401,1565027,gmk,plus,886787,
NC_000962.3,1565093,1565425,rpoZ,plus,886754,
NC_000962.3,1565441,1566697,dfp,plus,886749,
NC_000962.3,1566825,1568036,metK,plus,886741,
NC_000962.3,1568109,1569587,,minus,886743,
NC_000962.3,1569584,1570969,cyp132,minus,886738,
NC_000962.3,1571047,1572081,,plus,886251,
NC_000962.3,1572127,1573857,PE_PGRS25,minus,886745,
NC_000962.3,1574112,1574513,vapC10,minus,886736,
NC_000962.3,1574510,1574767,vapB10,minus,886759,
NC_000962.3,1574850,1575809,nlhH,minus,886731,
NC_000962.3,1575834,1576796,lipI,minus,886728,
NC_000962.3,1576930,1577532,,plus,886733,
NC_000962.3,1577613,1579580,priA,plus,886716,
NC_000962.3,1579598,1580422,,minus,886717,
NC_000962.3,1580591,1581073,,plus,886712,
NC_000962.3,1581145,1581969,,minus,886714,
NC_000962.3,1582166,1583104,fmt,plus,886706,
NC_000962.3,1583101,1584474,fmu,plus,886720,
NC_000962.3,1584499,1585197,rpe,plus,886702,
NC_000962.3,1585194,1586213,ribG,plus,886721,
NC_000962.3,1586210,1587766,,minus,886709,
NC_000962.3,1587772,1588482,lprG,minus,886700,
NC_000962.3,1588567,1589172,ribC,plus,886690,
NC_000962.3,1589386,1589901,,plus,886692,
NC_000962.3,1589891,1590292,,plus,886696,
NC_000962.3,1590397,1591674,ribA2,plus,886694,
NC_000962.3,1591671,1592153,ribH,plus,886681,
NC_000962.3,1592150,1592614,,plus,886704,
NC_000962.3,1592639,1593325,lprH,plus,886687,
NC_000962.3,1593505,1593978,,plus,886683,
NC_000962.3,1594042,1595982,uvrC,plus,886672,
NC_000962.3,1595979,1596884,,plus,886676,
NC_000962.3,1596881,1597909,,plus,886670,
NC_000962.3,1597906,1598883,whiA,plus,886674,
NC_000962.3,1598893,1599654,,minus,886685,
NC_000962.3,1599658,1601037,,plus,886668,
NC_000962.3,1601059,1602321,lipO,minus,886660,
NC_000962.3,1602321,1603928,fadD12,minus,886679,
NC_000962.3,1603932,1604759,,minus,886656,
NC_000962.3,1604878,1606146,,plus,886658,
NC_000962.3,1606386,1607972,PE16,plus,886652,
NC_000962.3,1608083,1609852,,plus,886662,
NC_000962.3,1609849,1611270,,plus,886643,
NC_000962.3,1611434,1612249,,plus,886649,
NC_000962.3,1612256,1612393,,plus,886634,
NC_000962.3,1612342,1612950,,minus,886653,
NC_000962.3,1613307,1614326,gap,plus,886632,
NC_000962.3,1614329,1615567,pgk,plus,886636,
NC_000962.3,1615564,1616349,tpi,plus,886628,
NC_000962.3,1616961,1617386,,minus,886630,
NC_000962.3,1617837,1618070,secG,plus,886624,
NC_000962.3,1618209,1619684,PE_PGRS26,minus,886626,
NC_000962.3,1619791,1622091,bisC,plus,886620,
NC_000962.3,1622207,1622692,,minus,886622,
NC_000962.3,1623287,1623697,,minus,886616,
NC_000962.3,1623714,1624457,devB,minus,886617,
NC_000962.3,1624454,1625365,opcA,minus,886612,
NC_000962.3,1625418,1626962,zwf2,minus,886614,
NC_000962.3,1626959,1628080,tal,minus,886606,
NC_000962.3,1628097,1630199,tkt,minus,886638,
NC_000962.3,1630638,1634627,PE_PGRS27,minus,886605,
NC_000962.3,1635029,1635955,,plus,886666,
NC_000962.3,1636004,1638229,PE_PGRS28,minus,886595,
NC_000962.3,1638381,1639646,,plus,886610,
NC_000962.3,1639674,1640660,qor,minus,886589,
NC_000962.3,1640680,1641543,,plus,886597,
NC_000962.3,1641493,1642425,,minus,886591,
NC_000962.3,1642537,1643322,,minus,886587,
NC_000962.3,1643319,1644260,,minus,886582,
NC_000962.3,1644363,1646138,,minus,886585,
NC_000962.3,1646186,1646992,,plus,886573,
NC_000962.3,1646989,1649529,,plus,886609,
NC_000962.3,1649526,1650719,,plus,886567,
NC_000962.3,1650716,1651516,,plus,886571,
NC_000962.3,1651518,1652771,csd,plus,886565,
NC_000962.3,1652768,1653256,,plus,886569,
NC_000962.3,1653231,1653578,,plus,886561,
NC_000962.3,1653673,1655502,fadE15,minus,886562,
NC_000962.3,1655609,1656721,PE_PGRS29,minus,886556,
NC_000962.3,1656963,1658936,ctpD,plus,886578,
NC_000962.3,1658980,1659354,trxA,plus,886558,
NC_000962.3,1659370,1659741,trxB1,plus,886554,
NC_000962.3,1659763,1660620,echA12,plus,886547,
NC_000962.3,1660656,1662284,,plus,886549,
NC_000962.3,1662381,1662572,,plus,3205054,
NC_000962.3,1662641,1663204,,minus,886543,
NC_000962.3,1663215,1666046,acn,minus,886545,
NC_000962.3,1666204,1666764,,plus,886539,
NC_000962.3,1666990,1668408,ripA,plus,886541,
NC_000962.3,1668419,1669144,,plus,886535,
NC_000962.3,1669283,1670416,moxR1,plus,886537,
NC_000962.3,1670413,1671366,,plus,886531,
NC_000962.3,1671377,1672384,,plus,886533,
NC_000962.3,1672457,1673299,,minus,886526,
NC_000962.3,1673440,1674183,fabG1,plus,886551,
NC_000962.3,1674202,1675011,inhA,plus,886523,
NC_000962.3,1675017,1676051,hemZ,plus,886525,
NC_000962.3,1676017,1676883,,minus,886519,
NC_000962.3,1676941,1677375,,plus,886521,
NC_000962.3,1677397,1678542,,plus,886515,
NC_000962.3,1678552,1678908,,plus,3205064,
NC_000962.3,1678942,1679172,,plus,3205065,
NC_000962.3,1679322,1680629,,plus,886511,
NC_000962.3,1681208,1681966,,minus,886513,
NC_000962.3,1682157,1684004,mutA,plus,886507,
NC_000962.3,1684005,1686257,mutB,plus,886509,
NC_000962.3,1686271,1686573,mazE4,plus,886502,
NC_000962.3,1686570,1686887,mazF4,plus,886504,
NC_000962.3,1686884,1687888,,plus,886496,
NC_000962.3,1687941,1689230,lipL,plus,886575,
NC_000962.3,1689303,1689920,,minus,886503,
NC_000962.3,1690134,1690346,,minus,3205040,
NC_000962.3,1690407,1690805,,plus,886494,
NC_000962.3,1690850,1691878,,plus,886492,
NC_000962.3,1691890,1692711,,plus,886499,
NC_000962.3,1692924,1693823,,plus,886486,
NC_000962.3,1693996,1695144,,minus,886488,
NC_000962.3,1695281,1695946,,minus,886483,
NC_000962.3,1695943,1696443,,minus,886479,
NC_000962.3,1696727,1697422,,minus,886477,
NC_000962.3,1697356,1697859,,plus,3205095,
NC_000962.3,1698095,1699894,,minus,886078,
NC_000962.3,1699866,1700228,,plus,3205096,
NC_000962.3,1700212,1701093,,plus,886475,
NC_000962.3,1701295,1702593,,plus,886466,
NC_000962.3,1703074,1704096,gmdA,plus,886529,
NC_000962.3,1704093,1705061,epiA,plus,886461,
NC_000962.3,1705058,1705789,,plus,886464,
NC_000962.3,1705807,1706595,,minus,886457,
NC_000962.3,1706630,1707526,,minus,886459,
NC_000962.3,1707529,1708539,,minus,886455,
NC_000962.3,1708871,1709635,,plus,886467,
NC_000962.3,1709644,1710603,,plus,886451,
NC_000962.3,1710733,1711002,,plus,886453,
NC_000962.3,1711028,1712068,,plus,886447,
NC_000962.3,1712302,1714053,fadD25,plus,886448,
NC_000962.3,1714172,1717612,mmpL12,minus,886445,
NC_000962.3,1717653,1718696,,plus,886489,
NC_000962.3,1718726,1719970,,plus,885814,
NC_000962.3,1720017,1720802,wbbL2,plus,886470,
NC_000962.3,1720780,1722060,,minus,886434,
NC_000962.3,1722083,1728409,pks5,minus,886442,
NC_000962.3,1728953,1729450,papA4,minus,886028,
NC_000962.3,1729502,1731256,fadD24,plus,886432,
NC_000962.3,1731373,1732476,adh,plus,886426,
NC_000962.3,1732473,1733039,,plus,886437,
NC_000962.3,1733116,1733550,,minus,886422,
NC_000962.3,1733610,1734737,,plus,886424,
NC_000962.3,1734734,1735411,,plus,886420,
NC_000962.3,1735976,1736212,,plus,886429,
NC_000962.3,1736519,1739644,ileS,plus,886412,
NC_000962.3,1739856,1741247,dinX,plus,886414,
NC_000962.3,1741212,1742192,ansA,minus,886410,
NC_000962.3,1742244,1742852,lspA,plus,886408,
